"movieId","rating","quote","reviewId","isVerified","isSuperReviewer","hasSpoilers","hasProfanity","score","creationDate","userDisplayName","userRealm","userId"
 "da04703c-b0d8-3dee-8910-bc1387164fc1",5.0,"I have several all time fave movies. This happens to be one of them. I <3 Brandon Lee in this film, and his make up totally inspires me. RIP B.L.","",False,False,False,False,5.0,"2006-02-11","","RT","28440016"
"da04703c-b0d8-3dee-8910-bc1387164fc1",5.0,"ONE OF THE BEST MOVIES EVER!!! I ONLY LIKE THIS VERSION!! ORGINAL IS BEST","",False,False,False,False,5.0,"2006-02-11","","RT","47300171"
"df35d67b-c89e-30fa-bff5-c31006cc6ae4",2.0,"one of the best opening sequences ever then no Gambit!","",False,False,False,False,2.0,"2006-02-11","","RT","16696511"
"df35d67b-c89e-30fa-bff5-c31006cc6ae4",4.0,"Ausome, Nightcrawler kicks ass!","",False,False,False,False,4.0,"2006-02-11","","RT","44385773"
"df35d67b-c89e-30fa-bff5-c31006cc6ae4",5.0,"very good film wolverine and cyclops and nightcrawler were my favourites very good graphics","",False,False,False,False,5.0,"2006-02-11","","RT","46608969"
"df35d67b-c89e-30fa-bff5-c31006cc6ae4",4.0,"It was a great movie seeing as Jean Grey will turn into Phoenix after the last scene they showed.It didn't really seem interesting since I knew it would happen.","",False,False,False,False,4.0,"2006-02-11","","RT","46938018"
"f03e65c8-70e8-34e2-bd3f-1a2efd916f3a",4.0,"Very good batman. Has good acting and story.","",False,False,False,False,4.0,"2006-02-11","","RT","47770119"
"f03e65c8-70e8-34e2-bd3f-1a2efd916f3a",5.0,"amazing. i loved everything about it...acting, story..................hotties ;)","",False,False,False,False,5.0,"2006-02-11","","RT","46139054"
"f03e65c8-70e8-34e2-bd3f-1a2efd916f3a",4.0,"The best of the Batman movies by far","",False,False,False,False,4.0,"2006-02-11","","RT","30007271"
"f03e65c8-70e8-34e2-bd3f-1a2efd916f3a",5.0,"this is a really good one too","",False,False,False,False,5.0,"2006-02-11","","RT","39057216"
"f03e65c8-70e8-34e2-bd3f-1a2efd916f3a",5.0,"Christian Bale is quite possibly the world's best Batman. Katie Holmes was crap, but she's barely in it, and Bale more than compensates for that. And Liam Neeson as a bad guy? Crazy/cool.","",False,False,False,False,5.0,"2006-02-11","","RT","46807420"
"f03e65c8-70e8-34e2-bd3f-1a2efd916f3a",5.0,"Best of the Batman yet.","",False,False,False,False,5.0,"2006-02-11","","RT","25052499"
